15.476588628762546,0,0
16.42976588628763,0,0
17.382943143812714,0,0
18.336120401337798,0,0
19.28929765886288,0,0
20.242474916387962,0,0
21.195652173913047,0,0
22.14882943143813,0,0
23.102006688963215,0,0
24.0551839464883,0,0
25.008361204013383,0,0
25.961538461538467,0,0
26.91471571906355,0,0
27.867892976588635,1,0
28.82107023411372,0,0
29.774247491638803,2,0
30.727424749163887,0,0
31.68060200668897,1,0
32.633779264214056,2,0
33.58695652173914,6,0
34.540133779264224,4,0
35.49331103678931,10,0
36.44648829431439,13,0
37.399665551839476,13,0
38.35284280936456,13,0
39.306020066889644,20,0
40.25919732441473,33,0
41.212374581939805,42,0
42.16555183946489,27,0
43.11872909698997,51,0
44.07190635451506,60,0
45.02508361204014,47,0
45.978260869565226,62,0
46.9314381270903,74,0
47.88461538461539,74,0
48.83779264214047,101,0
49.790969899665555,430,0
50.74414715719064,16798,0
51.69732441471572,18720,0
52.65050167224081,18240,0
53.60367892976589,18130,0
54.556856187290975,18074,0
55.51003344481606,17607,0
56.463210702341144,17688,0
57.41638795986623,17234,0
58.36956521739131,16776,0
59.322742474916396,16854,0
60.27591973244148,16146,0
61.229096989966564,15668,0
62.18227424749165,15293,0
63.13545150501673,15285,0
64.08862876254182,14708,0
65.0418060200669,14777,0
65.99498327759198,14154,0
66.94816053511707,14074,0
67.90133779264215,13647,0
68.85451505016724,13290,0
69.80769230769232,13090,0
70.7608695652174,12748,0
71.71404682274249,12493,0
72.66722408026757,12405,0
73.62040133779266,12066,0
74.57357859531774,12294,0
75.52675585284283,12928,0
76.47993311036791,13365,0
77.433110367893,15222,0
78.38628762541808,16180,0
79.33946488294316,17172,0
80.29264214046823,17082,0
81.24581939799332,17227,0
82.1989966555184,16848,0
83.15217391304348,16680,0
84.10535117056857,16433,0
85.05852842809365,15939,0
86.01170568561874,15525,0
86.96488294314382,15821,0
87.9180602006689,15528,0
88.87123745819399,15766,0
89.82441471571907,15154,0
90.77759197324416,15482,0
91.73076923076924,15319,0
92.68394648829432,15710,0
93.63712374581941,15432,0
94.59030100334449,15898,0
95.54347826086958,15875,0
96.49665551839466,16191,0
97.44983277591975,16294,0
98.40301003344483,17344,0
99.35618729096991,16884,0
100.309364548495,16801,0
101.26254180602008,17812,0
102.21571906354517,18735,0
103.16889632107025,18856,0
104.12207357859533,20042,0
105.07525083612042,20635,0
106.0284280936455,21990,0
106.98160535117059,23395,0
107.93478260869567,24539,0
108.88795986622075,26444,0
109.84113712374584,26995,0
110.79431438127092,28473,0
111.747491638796,28899,0
112.70066889632109,29332,0
113.65384615384617,28837,0
114.60702341137126,27454,0
115.56020066889634,24974,0
116.51337792642141,22039,0
117.4665551839465,18337,0
118.41973244147158,14904,0
119.37290969899666,11449,0
120.32608695652175,8592,0
121.27926421404683,6072,0
122.23244147157192,4171,0
123.185618729097,2649,0
124.13879598662209,1628,0
125.09197324414717,956,0
126.04515050167225,551,0
126.99832775919734,292,0
127.95150501672242,195,0
128.90468227424753,117,0
129.8578595317726,72,0
130.8110367892977,61,0
131.76421404682276,62,0
132.71739130434787,52,0
133.67056856187293,54,0
134.62374581939804,57,0
135.5769230769231,54,0
136.5301003344482,60,0
137.48327759197326,51,0
138.43645484949838,44,0
139.38963210702343,40,0
140.34280936454854,47,0
141.2959866220736,30,0
142.2491638795987,40,0
143.20234113712377,32,0
144.15551839464882,45,0
145.10869565217394,44,0
146.061872909699,42,0
147.0150501672241,35,0
147.96822742474916,35,0
148.92140468227427,27,0
149.87458193979933,30,0
150.82775919732444,32,0
151.7809364548495,31,0
152.7341137123746,23,0
153.68729096989966,36,0
154.64046822742478,35,0
155.59364548494983,26,0
156.54682274247494,37,0
157.5,24,0
158.4531772575251,34,0
159.40635451505017,23,0
160.35953177257528,28,0
161.31270903010034,20,0
162.26588628762545,31,0
163.2190635451505,25,0
164.17224080267562,20,0
165.12541806020067,22,0
166.07859531772579,21,0
167.03177257525084,21,0
167.98494983277595,23,0
168.938127090301,14,0
169.89130434782612,19,0
170.84448160535118,19,0
171.7976588628763,20,0
172.75083612040135,23,0
173.70401337792646,23,0
174.6571906354515,14,0
175.61036789297663,15,0
176.56354515050168,18,0
177.5167224080268,16,0
178.46989966555185,12,0
179.42307692307696,24,0
180.37625418060202,24,0
181.32943143812713,14,0
182.2826086956522,16,0
183.2357859531773,18,0
184.18896321070235,18,0
185.14214046822747,18,0
186.09531772575252,15,0
187.04849498327764,13,0
188.0016722408027,12,0
188.9548494983278,18,0
189.90802675585286,25,0
190.86120401337797,12,0
191.81438127090303,10,0
192.76755852842814,16,0
193.7207357859532,11,0
194.6739130434783,16,0
195.62709030100336,19,0
196.58026755852848,10,0
197.53344481605353,12,0
198.48662207357864,9,0
199.4397993311037,9,0
200.3929765886288,13,0
201.34615384615387,13,0
202.29933110367898,9,0
203.25250836120404,6,0
204.20568561872915,12,0
205.1588628762542,10,0
206.11204013377932,5,0
207.06521739130437,7,0
208.01839464882949,11,0
208.97157190635454,8,0
209.92474916387965,7,0
210.8779264214047,10,0
211.83110367892982,10,0
212.78428093645488,6,0
213.73745819398,6,0
214.69063545150505,7,0
215.64381270903016,8,0
216.5969899665552,10,0
217.55016722408033,8,0
218.50334448160538,10,0
219.45652173913044,9,0
220.40969899665555,8,0
221.3628762541806,14,0
222.31605351170572,9,0
223.26923076923077,5,0
224.2224080267559,4,0
225.17558528428094,5,0
226.12876254180605,4,0
227.0819397993311,4,0
228.03511705685622,7,0
228.98829431438128,4,0
229.9414715719064,2,0
230.89464882943145,3,0
231.84782608695656,3,0
232.80100334448161,6,0
233.75418060200673,4,0
234.70735785953178,6,0
235.6605351170569,3,0
236.61371237458195,3,0
237.56688963210706,6,0
238.52006688963212,2,0
239.47324414715723,3,0
240.4264214046823,3,0
241.3795986622074,4,0
242.33277591973246,3,0
243.28595317725757,4,0
244.23913043478262,1,0
245.19230769230774,1,0
246.1454849498328,0,0
247.0986622073579,3,0
248.05183946488296,3,0
249.00501672240807,3,0
249.95819397993313,0,0
250.91137123745824,1,0
251.8645484949833,4,0
252.8177257525084,3,0
253.77090301003346,4,0
254.72408026755858,1,0
255.67725752508363,2,0
256.63043478260875,0,0
257.58361204013386,4,0
258.5367892976589,3,0
259.48996655518397,4,0
260.4431438127091,0,0
261.3963210702342,2,0
262.34949832775925,2,0
263.3026755852843,0,0
264.2558528428094,2,0
265.20903010033453,3,0
266.1622073578596,1,0
267.11538461538464,3,0
268.06856187290975,1,0
269.02173913043487,2,0
269.9749163879599,0,0
270.928093645485,3,0
271.8812709030101,1,0
272.83444816053515,1,0
273.7876254180602,1,0
274.7408026755853,1,0
275.6939799331104,2,0
276.6471571906355,4,0
277.60033444816054,1,0
278.55351170568565,2,0
279.50668896321076,2,0
280.4598662207358,1,0
281.4130434782609,0,0
282.366220735786,3,0
283.3193979933111,1,0
284.27257525083616,1,0
285.2257525083612,1,0
286.1789297658863,2,0
287.13210702341144,0,0
288.0852842809365,0,0
289.03846153846155,1,0
289.99163879598666,1,0
290.9448160535118,2,0
291.8979933110368,0,0
292.8511705685619,0,0
293.804347826087,0,0
294.7575250836121,0,0
295.71070234113716,1,0
296.6638795986622,0,0
297.61705685618733,0,0
298.57023411371244,1,0
299.5234113712375,0,0
